SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
ADANIGAS, EQ, 20-Jun-2019, 161.50, 157.60, 160.50, 155.40, 158.10, 158.35, 158.00, 676637, 1069.10, 7206, 378296, 55.91
ADANIGREEN, EQ, 20-Jun-2019, 39.75, 40.90, 42.00, 40.30, 40.95, 40.95, 41.06, 1318472, 541.37, 6349, 351760, 26.68
ADANIPORTS, EQ, 20-Jun-2019, 407.70, 397.95, 412.60, 389.70, 402.25, 401.20, 399.42, 8383317, 33484.57, 79687, 2670501, 31.85
ADANIPOWER, EQ, 20-Jun-2019, 46.70, 45.95, 47.90, 45.50, 47.65, 47.50, 46.71, 9180146, 4287.66, 15699, 1315308, 14.33
ADANITRANS, EQ, 20-Jun-2019, 211.35, 210.90, 213.50, 202.40, 210.60, 211.25, 210.22, 100156, 210.55, 2513, 32222, 32.17
ADFFOODS, EQ, 20-Jun-2019, 271.50, 268.15, 281.50, 268.05, 277.70, 279.10, 276.01, 19635, 54.19, 681, 10328, 52.60
ADHUNIK, BE, 20-Jun-2019, 1.50, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 5465, 0.08, 21, -, -
ADHUNIKIND, EQ, 20-Jun-2019, 80.05, 81.90, 83.65, 76.05, 78.85, 78.80, 78.50, 60075, 47.16, 228, 54951, 91.47
ADLABS, EQ, 20-Jun-2019, 4.05, 3.70, 4.20, 3.65, 4.00, 4.00, 3.85, 333913, 12.85, 640, 198302, 59.39
ADORWELD, EQ, 20-Jun-2019, 324.95, 325.00, 337.55, 314.10, 337.55, 333.40, 323.99, 3332, 10.80, 299, 2127, 63.84
ADROITINFO, BE, 20-Jun-2019, 10.30, 9.80, 10.75, 9.80, 9.80, 9.80, 9.94, 6511, 0.65, 16, -, -
ADSL, EQ, 20-Jun-2019, 15.50, 15.90, 16.05, 14.50, 15.45, 15.60, 15.58, 18227, 2.84, 98, 10720, 58.81
ADVANIHOTR, EQ, 20-Jun-2019, 58.25, 57.15, 59.65, 57.10, 58.35, 58.75, 58.41, 3770, 2.20, 84, 2816, 74.69
ADVENZYMES, EQ, 20-Jun-2019, 169.90, 170.00, 176.50, 166.80, 174.45, 173.85, 171.88, 85574, 147.09, 2295, 28734, 33.58
AEGISCHEM, EQ, 20-Jun-2019, 214.95, 212.00, 215.80, 205.80, 211.30, 210.30, 210.25, 377880, 794.47, 3174, 335499, 88.78
AGARIND, EQ, 20-Jun-2019, 125.60, 129.35, 129.40, 100.50, 100.50, 100.75, 104.91, 74480, 78.14, 626, 41284, 55.43
AGCNET, EQ, 20-Jun-2019, 110.00, 110.05, 111.25, 110.00, 111.25, 111.15, 110.19, 3141, 3.46, 54, 3116, 99.20
AGLSL, EQ, 20-Jun-2019, 52.40, 50.00, 54.80, 50.00, 54.40, 54.20, 53.74, 585, 0.31, 123, 136, 23.25
AGRITECH, EQ, 20-Jun-2019, 50.60, 48.25, 51.90, 48.00, 51.90, 50.10, 50.00, 9266, 4.63, 289, 5588, 60.31
AGROPHOS, BE, 20-Jun-2019, 84.90, 83.10, 87.50, 80.70, 86.00, 85.85, 84.84, 24267, 20.59, 77, -, -
AHLEAST, EQ, 20-Jun-2019, 188.15, 184.05, 188.05, 184.00, 184.50, 184.75, 184.94, 780, 1.44, 73, 541, 69.36
AHLUCONT, EQ, 20-Jun-2019, 330.10, 329.45, 336.00, 325.05, 330.05, 331.35, 330.58, 16010, 52.93, 515, 13199, 82.44
AHLWEST, EQ, 20-Jun-2019, 335.40, 342.00, 345.95, 335.30, 345.95, 339.30, 337.83, 1275, 4.31, 21, 993, 77.88
AIAENG, EQ, 20-Jun-2019, 1685.85, 1689.00, 1706.00, 1671.05, 1695.00, 1682.05, 1691.91, 41071, 694.89, 1140, 38962, 94.86
AIFL, BZ, 20-Jun-2019, 3.50, 3.35, 3.35, 3.35, 3.35, 3.35, 3.35, 2286, 0.08, 19, -, -
AIONJSW, EQ, 20-Jun-2019, 16.55, 16.50, 16.90, 15.25, 16.85, 16.80, 16.24, 34123, 5.54, 206, 24410, 71.54
AIRAN, EQ, 20-Jun-2019, 27.05, 26.25, 27.60, 24.60, 27.60, 27.45, 26.87, 31609, 8.49, 214, 14868, 47.04
AISL, SM, 20-Jun-2019, 45.25, 41.60, 42.00, 41.00, 41.00, 41.00, 41.32, 6000, 2.48, 4, 4800, 80.00
AJANTPHARM, EQ, 20-Jun-2019, 922.60, 921.60, 950.45, 910.00, 949.00, 945.75, 932.85, 221334, 2064.71, 9851, 18718, 8.46
AJMERA, EQ, 20-Jun-2019, 158.15, 155.30, 162.30, 155.00, 161.50, 160.65, 159.50, 25886, 41.29, 923, 11243, 43.43
AJOONI, SM, 20-Jun-2019, 13.75, 13.75, 13.75, 13.75, 13.75, 13.75, 13.75, 4000, 0.55, 1, 4000, 100.00
AKG, SM, 20-Jun-2019, 34.90, 35.50, 35.50, 35.50, 35.50, 35.50, 35.50, 4000, 1.42, 1, 4000, 100.00
AKSHARCHEM, EQ, 20-Jun-2019, 266.50, 267.30, 271.00, 262.50, 266.00, 269.50, 268.12, 1898, 5.09, 227, 1378, 72.60
AKSHOPTFBR, EQ, 20-Jun-2019, 10.45, 10.45, 11.65, 9.60, 10.90, 11.00, 10.75, 981341, 105.46, 2614, 417014, 42.49
AKZOINDIA, EQ, 20-Jun-2019, 1769.70, 1766.00, 1777.95, 1749.90, 1769.00, 1767.15, 1753.50, 5192, 91.04, 520, 4099, 78.95
ALANKIT, EQ, 20-Jun-2019, 30.40, 30.75, 31.45, 29.10, 30.85, 30.95, 30.37, 433851, 131.74, 1370, 117736, 27.14
ALBERTDAVD, EQ, 20-Jun-2019, 396.15, 395.00, 402.90, 388.05, 395.10, 398.30, 396.31, 8445, 33.47, 215, 4860, 57.55
ALBK, EQ, 20-Jun-2019, 39.65, 39.80, 40.90, 39.15, 40.70, 40.70, 40.23, 3130037, 1259.16, 6526, 496834, 15.87
ALCHEM, BE, 20-Jun-2019, 1.30, 1.25, 1.25, 1.25, 1.25, 1.25, 1.25, 15725, 0.20, 25, -, -
ALEMBICLTD, EQ, 20-Jun-2019, 41.00, 41.20, 41.70, 40.65, 40.65, 40.85, 41.07, 87528, 35.95, 829, 45972, 52.52
ALICON, EQ, 20-Jun-2019, 561.90, 550.70, 575.95, 541.05, 557.00, 558.15, 563.96, 791, 4.46, 166, 519, 65.61
ALKALI, EQ, 20-Jun-2019, 40.30, 38.80, 39.90, 37.80, 39.90, 39.65, 38.71, 15044, 5.82, 229, 10443, 69.42
ALKEM, EQ, 20-Jun-2019, 1742.65, 1743.00, 1753.65, 1705.00, 1708.00, 1710.95, 1716.65, 35524, 609.82, 5771, 25912, 72.94
ALKYLAMINE, EQ, 20-Jun-2019, 813.90, 803.00, 850.00, 803.00, 829.95, 839.85, 836.48, 2985, 24.97, 73, 2694, 90.25
ALLCARGO, EQ, 20-Jun-2019, 100.60, 101.50, 101.65, 98.55, 101.50, 100.85, 99.94, 74179, 74.13, 1600, 41959, 56.56
ALLSEC, BE, 20-Jun-2019, 316.75, 316.75, 316.75, 315.75, 315.90, 315.90, 315.77, 3677, 11.61, 22, -, -
ALMONDZ, EQ, 20-Jun-2019, 17.85, 17.25, 18.40, 16.25, 17.15, 16.70, 16.97, 4721, 0.80, 76, 3073, 65.09
ALOKTEXT, BE, 20-Jun-2019, 3.80, 3.75, 3.80, 3.65, 3.65, 3.65, 3.65, 1769747, 64.66, 822, -, -
ALPA, EQ, 20-Jun-2019, 18.75, 18.70, 18.70, 17.60, 18.40, 18.35, 17.99, 13747, 2.47, 160, 9623, 70.00
ALPHAGEO, EQ, 20-Jun-2019, 407.30, 405.10, 412.00, 401.00, 408.00, 408.95, 406.81, 6166, 25.08, 341, 4065, 65.93
ALPSINDUS, BE, 20-Jun-2019, 0.80, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 750, 0.01, 3, -, -
AMARAJABAT, EQ, 20-Jun-2019, 581.40, 575.50, 614.15, 572.85, 611.25, 610.65, 594.29, 863359, 5130.84, 29040, 325152, 37.66
AMBER, EQ, 20-Jun-2019, 806.55, 808.00, 830.00, 802.25, 818.00, 817.65, 813.26, 8559, 69.61, 1176, 5485, 64.08
AMBIKCO, EQ, 20-Jun-2019, 1061.85, 1055.05, 1074.45, 1050.00, 1070.00, 1068.05, 1066.31, 1201, 12.81, 148, 774, 64.45
AMBUJACEM, EQ, 20-Jun-2019, 206.45, 207.20, 214.30, 204.80, 213.50, 213.70, 209.56, 1857056, 3891.60, 20237, 474765, 25.57
AMDIND, EQ, 20-Jun-2019, 18.20, 17.60, 18.50, 17.20, 18.20, 17.65, 17.71, 4080, 0.72, 60, 2477, 60.71
AMJLAND, EQ, 20-Jun-2019, 16.15, 15.35, 16.50, 15.20, 16.50, 16.45, 15.81, 2867, 0.45, 42, 2303, 80.33
AMJUMBO, SM, 20-Jun-2019, 44.80, 46.25, 46.25, 42.60, 43.00, 44.50, 44.53, 8000, 3.56, 4, 4000, 50.00
AMRUTANJAN, EQ, 20-Jun-2019, 294.60, 293.00, 303.95, 288.25, 301.50, 302.05, 296.86, 16658, 49.45, 860, 7445, 44.69
ANANTRAJ, EQ, 20-Jun-2019, 28.15, 28.50, 29.10, 27.70, 28.95, 28.90, 28.56, 145584, 41.57, 756, 78294, 53.78
ANDHRABANK, EQ, 20-Jun-2019, 23.25, 23.25, 23.35, 22.70, 23.15, 23.20, 23.10, 751031, 173.52, 3061, 345341, 45.98
ANDHRACEMT, BE, 20-Jun-2019, 3.90, 3.80, 4.05, 3.80, 4.00, 4.00, 3.97, 81467, 3.23, 105, -, -
ANDHRSUGAR, EQ, 20-Jun-2019, 314.50, 315.00, 321.00, 310.25, 321.00, 319.20, 317.62, 20761, 65.94, 849, 9547, 45.99
ANIKINDS, EQ, 20-Jun-2019, 11.80, 10.80, 12.95, 10.80, 12.00, 11.95, 12.19, 4457, 0.54, 39, 2070, 46.44
ANKITMETAL, BE, 20-Jun-2019, 0.45, 0.45, 0.45, 0.40, 0.40, 0.40, 0.42, 38549, 0.16, 21, -, -
ANSALAPI, EQ, 20-Jun-2019, 4.85, 4.80, 4.85, 4.65, 4.65, 4.65, 4.66, 438795, 20.45, 316, 317548, 72.37
ANSALHSG, EQ, 20-Jun-2019, 5.60, 5.60, 6.00, 5.10, 5.95, 5.80, 5.49, 123082, 6.76, 566, 52848, 42.94
ANTGRAPHIC, BE, 20-Jun-2019, 1.00, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 7085, 0.07, 27, -, -
ANUP, EQ, 20-Jun-2019, 465.20, 455.90, 472.00, 449.00, 470.05, 470.10, 466.11, 13769, 64.18, 713, 11217, 81.47
APARINDS, EQ, 20-Jun-2019, 576.70, 572.05, 593.00, 569.80, 593.00, 590.70, 575.47, 61149, 351.89, 2479, 58082, 94.98
APCL, EQ, 20-Jun-2019, 155.90, 161.80, 161.80, 156.00, 160.00, 160.45, 158.76, 4273, 6.78, 149, 2804, 65.62
APCOTEXIND, EQ, 20-Jun-2019, 555.95, 550.35, 565.00, 550.35, 560.00, 559.60, 560.13, 2170, 12.15, 125, 1689, 77.83
APEX, EQ, 20-Jun-2019, 248.60, 248.90, 254.00, 233.70, 253.00, 250.80, 246.93, 57480, 141.94, 3320, 17704, 30.80
APLAPOLLO, EQ, 20-Jun-2019, 1516.00, 1517.95, 1560.00, 1516.00, 1555.00, 1545.30, 1533.31, 30620, 469.50, 1883, 20945, 68.40
APLLTD, EQ, 20-Jun-2019, 470.10, 471.00, 474.65, 460.00, 466.10, 460.65, 464.39, 29313, 136.13, 1405, 21744, 74.18
APOLLO, EQ, 20-Jun-2019, 114.95, 116.50, 119.75, 111.65, 118.50, 118.05, 116.20, 21627, 25.13, 845, 7114, 32.89
APOLLOHOSP, EQ, 20-Jun-2019, 1351.75, 1392.00, 1404.20, 1355.30, 1373.60, 1374.30, 1376.82, 1462438, 20135.09, 61678, 324384, 22.18
APOLLOTYRE, EQ, 20-Jun-2019, 189.25, 188.70, 196.40, 188.20, 195.20, 195.35, 193.35, 2061074, 3985.03, 21898, 293748, 14.25
APOLSINHOT, EQ, 20-Jun-2019, 867.80, 857.05, 860.00, 830.00, 850.00, 853.15, 849.47, 3834, 32.57, 205, 3191, 83.23
APTECHT, EQ, 20-Jun-2019, 135.55, 134.00, 144.00, 131.00, 141.00, 141.60, 138.57, 274399, 380.23, 5661, 66695, 24.31
ARCHIDPLY, EQ, 20-Jun-2019, 32.20, 31.50, 34.00, 31.15, 33.70, 33.70, 32.60, 11326, 3.69, 181, 8965, 79.15
ARCHIES, EQ, 20-Jun-2019, 21.45, 21.80, 21.80, 20.60, 21.00, 20.95, 20.96, 27178, 5.70, 181, 20098, 73.95
ARCOTECH, BE, 20-Jun-2019, 2.85, 2.75, 2.75, 2.75, 2.75, 2.75, 2.75, 54059, 1.49, 68, -, -
ARIES, EQ, 20-Jun-2019, 59.45, 58.15, 61.85, 57.05, 60.75, 59.95, 59.18, 31411, 18.59, 459, 19403, 61.77
ARIHANT, EQ, 20-Jun-2019, 22.50, 22.05, 23.75, 22.00, 23.00, 23.00, 22.81, 1225, 0.28, 17, 777, 63.43
ARIHANTSUP, BE, 20-Jun-2019, 57.45, 57.00, 60.30, 54.65, 56.20, 56.70, 57.43, 19467, 11.18, 92, -, -
ARMANFIN, EQ, 20-Jun-2019, 400.90, 400.00, 405.15, 396.00, 398.00, 398.65, 399.32, 1938, 7.74, 30, 1669, 86.12
AROGRANITE, EQ, 20-Jun-2019, 44.70, 45.00, 48.55, 44.00, 45.00, 45.10, 45.50, 7988, 3.63, 162, 5698, 71.33
ARROWGREEN, EQ, 20-Jun-2019, 48.65, 49.95, 49.95, 48.30, 48.35, 48.45, 49.25, 16226, 7.99, 177, 11150, 68.72
ARROWTEX, EQ, 20-Jun-2019, 14.35, 13.20, 14.00, 12.55, 13.05, 12.90, 13.10, 16587, 2.17, 117, 13889, 83.73
ARSHIYA, EQ, 20-Jun-2019, 22.35, 22.50, 23.00, 22.50, 22.50, 22.70, 22.77, 30033, 6.84, 231, 20602, 68.60
ARSSINFRA, BE, 20-Jun-2019, 34.15, 35.00, 35.00, 32.45, 32.45, 32.45, 32.78, 5627, 1.84, 59, -, -
ARTEDZ, SM, 20-Jun-2019, 37.40, 42.60, 42.60, 34.80, 34.80, 34.80, 38.75, 15000, 5.81, 5, 9000, 60.00
ARVIND, EQ, 20-Jun-2019, 59.40, 58.00, 63.45, 56.60, 63.15, 63.00, 60.58, 8130404, 4925.65, 33850, 1299646, 15.99
ARVINDFASN, EQ, 20-Jun-2019, 703.20, 700.00, 713.15, 649.95, 699.90, 693.75, 685.05, 78276, 536.23, 4344, 53722, 68.63
ARVSMART, EQ, 20-Jun-2019, 102.75, 102.10, 106.30, 97.10, 104.00, 103.90, 102.72, 24729, 25.40, 543, 18755, 75.84
ASAHIINDIA, EQ, 20-Jun-2019, 218.30, 218.05, 224.45, 218.05, 222.00, 223.30, 218.86, 5420, 11.86, 260, 4197, 77.44
ASAHISONG, EQ, 20-Jun-2019, 136.75, 138.25, 140.00, 134.50, 139.75, 139.00, 137.09, 1254, 1.72, 68, 649, 51.75
ASAL, EQ, 20-Jun-2019, 44.60, 44.65, 44.85, 43.00, 44.00, 44.00, 43.63, 5124, 2.24, 71, 4175, 81.48
ASHAPURMIN, BE, 20-Jun-2019, 17.35, 16.55, 17.75, 16.55, 17.60, 17.50, 17.01, 16457, 2.80, 101, -, -
ASHIANA, EQ, 20-Jun-2019, 120.90, 121.20, 122.80, 113.60, 121.80, 121.95, 119.80, 103798, 124.35, 1652, 89494, 86.22
ASHIMASYN, EQ, 20-Jun-2019, 9.50, 9.05, 10.20, 9.05, 9.90, 9.85, 9.83, 48598, 4.78, 284, 31815, 65.47
ASHOKA, EQ, 20-Jun-2019, 134.15, 133.45, 137.90, 133.00, 137.00, 136.95, 135.74, 101694, 138.04, 1693, 63693, 62.63
ASHOKLEY, EQ, 20-Jun-2019, 82.90, 80.70, 88.55, 80.40, 87.85, 87.80, 84.95, 39656557, 33688.28, 107730, 8257163, 20.82
ASIANHOTNR, EQ, 20-Jun-2019, 126.35, 120.50, 126.00, 120.50, 126.00, 126.00, 124.87, 575, 0.72, 117, 351, 61.04
ASIANPAINT, EQ, 20-Jun-2019, 1381.15, 1365.55, 1404.90, 1360.70, 1391.30, 1392.05, 1388.57, 991210, 13763.60, 43746, 428204, 43.20
ASIANTILES, EQ, 20-Jun-2019, 259.40, 252.60, 266.00, 252.60, 260.25, 260.40, 260.72, 77369, 201.72, 1836, 29361, 37.95
ASPINWALL, EQ, 20-Jun-2019, 148.60, 142.05, 149.90, 142.05, 143.00, 144.35, 144.29, 1896, 2.74, 51, 1680, 88.61
ASSAMCO, BE, 20-Jun-2019, 1.30, 1.30, 1.30, 1.25, 1.25, 1.25, 1.25, 58515, 0.73, 68, -, -
ASTEC, EQ, 20-Jun-2019, 454.95, 453.85, 460.05, 438.00, 460.05, 457.45, 452.42, 5772, 26.11, 272, 3980, 68.95
ASTERDM, EQ, 20-Jun-2019, 137.30, 135.00, 138.80, 135.00, 137.60, 136.75, 137.02, 18920, 25.92, 1216, 11283, 59.64
ASTRAL, EQ, 20-Jun-2019, 1281.15, 1287.25, 1304.00, 1258.65, 1285.00, 1275.55, 1269.99, 63776, 809.95, 3027, 54844, 85.99
ASTRAMICRO, EQ, 20-Jun-2019, 88.55, 88.10, 90.00, 85.95, 88.20, 88.40, 88.70, 117016, 103.79, 2775, 63312, 54.11
ASTRAZEN, EQ, 20-Jun-2019, 1897.15, 1899.00, 1909.90, 1856.80, 1905.00, 1901.85, 1885.59, 2948, 55.59, 618, 1069, 36.26
ASTRON, EQ, 20-Jun-2019, 119.25, 117.80, 120.80, 113.75, 119.50, 119.50, 117.90, 1305404, 1539.02, 6581, 411415, 31.52
ATFL, EQ, 20-Jun-2019, 494.25, 493.10, 499.90, 491.00, 494.10, 495.30, 493.86, 3232, 15.96, 197, 2319, 71.75
ATLANTA, EQ, 20-Jun-2019, 9.30, 9.00, 9.20, 8.85, 9.00, 8.90, 8.88, 53766, 4.78, 196, 43994, 81.82
ATLASCYCLE, BE, 20-Jun-2019, 35.05, 33.45, 35.65, 33.30, 33.80, 33.75, 33.48, 9492, 3.18, 96, -, -
ATUL, EQ, 20-Jun-2019, 3980.75, 3960.05, 4004.95, 3909.95, 3974.00, 3977.80, 3950.83, 55776, 2203.62, 2610, 45855, 82.21
ATULAUTO, EQ, 20-Jun-2019, 270.65, 266.00, 273.90, 262.00, 266.80, 267.00, 265.91, 9580, 25.47, 468, 5670, 59.19
AUBANK, EQ, 20-Jun-2019, 683.40, 682.00, 684.75, 671.30, 673.50, 673.75, 677.68, 134794, 913.48, 12566, 96500, 71.59
AURDIS, SM, 20-Jun-2019, 30.00, 30.00, 30.00, 30.00, 30.00, 30.00, 30.00, 4000, 1.20, 2, 4000, 100.00
AURIONPRO, EQ, 20-Jun-2019, 118.55, 117.05, 120.00, 115.50, 117.65, 118.55, 117.70, 9114, 10.73, 371, 5165, 56.67
AUROPHARMA, EQ, 20-Jun-2019, 612.40, 610.95, 628.00, 608.15, 626.80, 627.15, 620.80, 1356459, 8420.84, 42329, 336068, 24.78
AUSOMENT, EQ, 20-Jun-2019, 35.55, 34.80, 37.25, 34.00, 35.00, 35.00, 34.82, 2400, 0.84, 65, 1635, 68.13
AUTOAXLES, EQ, 20-Jun-2019, 1011.20, 1004.00, 1045.95, 1001.00, 1037.00, 1037.85, 1019.41, 5057, 51.55, 917, 2262, 44.73
AUTOIND, EQ, 20-Jun-2019, 46.85, 46.80, 48.35, 46.20, 48.30, 48.30, 48.02, 22932, 11.01, 316, 18654, 81.34
AUTOLITIND, BZ, 20-Jun-2019, 23.60, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 142, 0.03, 9, -, -
AVADHSUGAR, EQ, 20-Jun-2019, 628.10, 629.90, 632.75, 568.00, 605.00, 600.15, 595.67, 135945, 809.79, 5318, 35941, 26.44
AVANTIFEED, EQ, 20-Jun-2019, 361.40, 362.40, 364.45, 351.00, 362.00, 362.25, 358.26, 186074, 666.64, 6169, 56162, 30.18
AVG, SM, 20-Jun-2019, 77.65, 75.00, 79.75, 75.00, 79.75, 79.75, 77.38, 2400, 1.86, 2, 2400, 100.00
AVTNPL, EQ, 20-Jun-2019, 24.25, 24.35, 24.50, 23.50, 24.00, 24.00, 23.95, 66653, 15.96, 226, 63494, 95.26
AXISBANK, EQ, 20-Jun-2019, 770.70, 772.00, 775.45, 758.85, 771.50, 771.40, 766.07, 9190732, 70407.34, 181863, 5064279, 55.10
AXISCADES, EQ, 20-Jun-2019, 61.55, 62.60, 62.60, 60.00, 60.95, 61.45, 61.30, 325275, 199.40, 2625, 82121, 25.25
AXISGOLD, EQ, 20-Jun-2019, 2885.00, 2933.10, 2949.00, 2933.10, 2936.00, 2936.80, 2939.32, 243, 7.14, 66, 159, 65.43
AXISNIFTY, EQ, 20-Jun-2019, 1203.00, 1204.39, 1239.00, 1192.60, 1230.00, 1230.00, 1208.51, 8, 0.10, 6, 2, 25.00
AYMSYNTEX, EQ, 20-Jun-2019, 39.25, 39.00, 41.00, 38.55, 40.95, 40.55, 40.26, 7279, 2.93, 101, 5477, 75.24
BAFNAPHARM, BE, 20-Jun-2019, 6.30, 6.30, 6.30, 6.00, 6.00, 6.00, 6.00, 6226, 0.37, 19, -, -
BAGFILMS, EQ, 20-Jun-2019, 3.05, 3.10, 3.65, 3.05, 3.65, 3.65, 3.56, 155093, 5.52, 180, 83296, 53.71
BAJAJ-AUTO, EQ, 20-Jun-2019, 2822.90, 2837.90, 2906.90, 2806.15, 2905.00, 2897.30, 2864.81, 301774, 8645.26, 25490, 57356, 19.01
BAJAJCON, EQ, 20-Jun-2019, 324.60, 322.30, 323.80, 315.50, 319.25, 319.25, 320.01, 22409, 71.71, 1308, 16593, 74.05
BAJAJELEC, EQ, 20-Jun-2019, 505.25, 503.00, 510.35, 500.70, 507.00, 505.35, 505.99, 76009, 384.60, 2071, 25756, 33.89
BAJAJFINSV, EQ, 20-Jun-2019, 8257.00, 8177.00, 8474.00, 8177.00, 8431.00, 8417.85, 8356.93, 143596, 12000.22, 20756, 31633, 22.03
BAJAJHIND, EQ, 20-Jun-2019, 7.50, 7.35, 7.55, 7.10, 7.55, 7.50, 7.41, 1676093, 124.16, 1975, 869120, 51.85
BAJAJHLDNG, EQ, 20-Jun-2019, 3579.20, 3570.00, 3630.00, 3547.00, 3620.00, 3606.85, 3582.82, 31667, 1134.57, 9900, 18178, 57.40
BAJFINANCE, EQ, 20-Jun-2019, 3525.50, 3519.00, 3589.00, 3507.40, 3583.90, 3582.55, 3559.39, 1107005, 39402.66, 62313, 331843, 29.98
BALAJITELE, EQ, 20-Jun-2019, 60.40, 58.40, 61.30, 57.50, 60.80, 60.45, 59.05, 61500, 36.31, 477, 52180, 84.85
BALAMINES, EQ, 20-Jun-2019, 371.35, 374.00, 374.00, 367.20, 372.50, 372.55, 370.64, 18992, 70.39, 780, 14887, 78.39
BALAXI, BE, 20-Jun-2019, 111.25, 105.70, 105.70, 105.70, 105.70, 105.70, 105.70, 795, 0.84, 9, -, -
BALKRISHNA, EQ, 20-Jun-2019, 28.10, 28.10, 28.90, 27.55, 28.00, 27.65, 28.16, 4248, 1.20, 92, 3423, 80.58
