SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
ADANIENT, EQ, 14-Jun-2019, 153.10, 156.00, 156.00, 151.55, 152.05, 152.45, 153.78, 6589668, 10133.29, 36381, 567173, 8.61
ADANIGAS, EQ, 14-Jun-2019, 168.75, 175.50, 180.00, 173.05, 173.30, 173.95, 176.09, 2435871, 4289.32, 22876, 693961, 28.49
ADANIGREEN, EQ, 14-Jun-2019, 43.40, 43.20, 44.10, 42.50, 42.55, 42.60, 43.26, 735206, 318.06, 3113, 390644, 53.13
ADANIPORTS, EQ, 14-Jun-2019, 424.95, 424.95, 428.15, 423.75, 426.15, 426.40, 425.75, 2745328, 11688.19, 35881, 1204654, 43.88
ADANIPOWER, EQ, 14-Jun-2019, 48.35, 48.50, 50.00, 48.10, 48.25, 48.50, 48.91, 10216642, 4997.25, 22706, 1856030, 18.17
ADANITRANS, EQ, 14-Jun-2019, 234.50, 235.45, 239.60, 229.10, 234.95, 233.20, 234.82, 302597, 710.57, 7816, 98521, 32.56
ADFFOODS, EQ, 14-Jun-2019, 295.20, 294.35, 296.95, 290.10, 290.20, 291.10, 293.21, 22680, 66.50, 1274, 7901, 34.84
ADHUNIK, BE, 14-Jun-2019, 1.65, 1.60, 1.65, 1.60, 1.65, 1.65, 1.60, 14050, 0.22, 29, -, -
ADHUNIKIND, EQ, 14-Jun-2019, 84.45, 84.60, 86.50, 84.15, 85.00, 85.35, 85.33, 9325, 7.96, 97, 5781, 61.99
ADLABS, EQ, 14-Jun-2019, 6.00, 6.20, 6.20, 5.95, 6.00, 6.00, 6.05, 145115, 8.78, 239, 115547, 79.62
ADORWELD, EQ, 14-Jun-2019, 340.45, 340.10, 340.10, 331.00, 331.50, 336.25, 337.08, 1749, 5.90, 109, 1447, 82.73
ADROITINFO, BE, 14-Jun-2019, 11.55, 11.25, 12.00, 11.00, 11.00, 11.00, 11.03, 2737, 0.30, 18, -, -
ADSL, EQ, 14-Jun-2019, 15.85, 15.95, 16.35, 15.60, 16.25, 16.15, 15.98, 10481, 1.68, 60, 5877, 56.07
ADVANIHOTR, EQ, 14-Jun-2019, 61.20, 61.15, 63.50, 60.05, 61.50, 60.80, 61.49, 13597, 8.36, 158, 4731, 34.79
ADVENZYMES, EQ, 14-Jun-2019, 185.55, 185.05, 186.10, 181.00, 182.85, 182.50, 182.72, 64057, 117.05, 1273, 26534, 41.42
AEGISCHEM, EQ, 14-Jun-2019, 226.65, 229.00, 230.05, 220.75, 223.55, 222.85, 227.09, 105243, 239.00, 7769, 48922, 46.48
AGARIND, EQ, 14-Jun-2019, 142.40, 143.25, 144.80, 136.50, 142.00, 141.10, 140.11, 3589, 5.03, 174, 2395, 66.73
AGCNET, EQ, 14-Jun-2019, 110.00, 110.15, 110.60, 110.00, 110.00, 110.00, 110.02, 1379, 1.52, 44, 1275, 92.46
AGLSL, EQ, 14-Jun-2019, 54.00, 55.00, 56.95, 52.10, 54.00, 54.05, 54.43, 6285, 3.42, 71, 3923, 62.42
AGRITECH, EQ, 14-Jun-2019, 53.75, 53.20, 59.30, 53.20, 56.95, 55.65, 56.88, 28878, 16.42, 642, 11705, 40.53
AGROPHOS, BE, 14-Jun-2019, 86.85, 87.90, 87.90, 82.95, 87.10, 83.05, 83.13, 61829, 51.40, 241, -, -
AHIMSA, SM, 14-Jun-2019, 31.05, 30.70, 30.75, 30.70, 30.75, 30.75, 30.73, 12000, 3.69, 2, 12000, 100.00
AHLADA, SM, 14-Jun-2019, 80.50, 82.00, 82.00, 82.00, 82.00, 82.00, 82.00, 1000, 0.82, 1, 1000, 100.00
AHLEAST, EQ, 14-Jun-2019, 197.85, 203.90, 203.90, 191.00, 191.05, 191.15, 192.90, 309, 0.60, 36, 245, 79.29
AHLUCONT, EQ, 14-Jun-2019, 335.45, 328.70, 337.40, 325.45, 335.95, 334.85, 334.51, 2371, 7.93, 248, 1348, 56.85
AHLWEST, EQ, 14-Jun-2019, 340.00, 338.00, 338.00, 336.50, 336.50, 336.50, 337.30, 25, 0.08, 3, 25, 100.00
AIAENG, EQ, 14-Jun-2019, 1778.55, 1778.60, 1785.50, 1709.00, 1715.25, 1728.00, 1768.04, 37139, 656.63, 1939, 32085, 86.39
AIFL, BZ, 14-Jun-2019, 4.15, 3.95, 3.95, 3.95, 3.95, 3.95, 3.95, 1857, 0.07, 17, -, -
AIONJSW, EQ, 14-Jun-2019, 18.90, 18.65, 19.35, 18.20, 18.70, 18.70, 18.82, 28590, 5.38, 159, 24361, 85.21
AIRAN, EQ, 14-Jun-2019, 29.00, 30.70, 30.70, 28.55, 28.60, 28.60, 28.82, 3181, 0.92, 29, 3178, 99.91
AISL, SM, 14-Jun-2019, 58.60, 59.95, 59.95, 54.50, 54.50, 54.50, 55.89, 4800, 2.68, 4, 2400, 50.00
AJANTPHARM, EQ, 14-Jun-2019, 979.55, 970.60, 975.00, 928.40, 955.00, 960.30, 950.67, 932672, 8866.60, 28172, 76604, 8.21
AJMERA, EQ, 14-Jun-2019, 169.20, 168.90, 169.80, 165.00, 165.10, 165.55, 166.84, 26314, 43.90, 877, 13519, 51.38
AJOONI, SM, 14-Jun-2019, 14.50, 13.80, 14.80, 13.80, 14.80, 14.80, 14.19, 40000, 5.68, 10, 20000, 50.00
AKASH, SM, 14-Jun-2019, 57.00, 56.00, 56.00, 55.00, 55.00, 55.00, 55.50, 8000, 4.44, 4, 8000, 100.00
AKSHARCHEM, EQ, 14-Jun-2019, 284.80, 300.00, 300.00, 281.00, 290.00, 293.80, 285.70, 21199, 60.56, 147, 20718, 97.73
AKSHOPTFBR, EQ, 14-Jun-2019, 13.05, 13.10, 13.15, 12.65, 12.80, 12.75, 12.81, 270374, 34.63, 662, 141063, 52.17
AKZOINDIA, EQ, 14-Jun-2019, 1800.30, 1775.00, 1810.00, 1771.00, 1803.00, 1800.30, 1799.53, 3871, 69.66, 421, 2806, 72.49
ALANKIT, EQ, 14-Jun-2019, 34.10, 34.10, 34.70, 32.75, 33.50, 33.05, 33.61, 667096, 224.23, 6246, 159993, 23.98
ALBERTDAVD, EQ, 14-Jun-2019, 412.20, 411.00, 422.95, 411.00, 411.10, 414.35, 414.97, 1855, 7.70, 103, 1558, 83.99
ALBK, EQ, 14-Jun-2019, 41.70, 41.65, 42.25, 41.30, 41.70, 41.75, 41.78, 2775270, 1159.43, 5723, 274406, 9.89
ALCHEM, BE, 14-Jun-2019, 1.50, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 3517, 0.05, 12, -, -
ALEMBICLTD, EQ, 14-Jun-2019, 41.65, 41.20, 41.65, 40.80, 41.15, 41.05, 41.19, 115292, 47.49, 802, 74624, 64.73
ALICON, EQ, 14-Jun-2019, 593.25, 581.45, 598.00, 581.45, 595.00, 592.00, 590.38, 219, 1.29, 42, 185, 84.47
ALKALI, EQ, 14-Jun-2019, 41.65, 42.45, 42.50, 40.85, 41.00, 41.35, 41.40, 4461, 1.85, 92, 4193, 93.99
ALKEM, EQ, 14-Jun-2019, 1799.75, 1805.00, 1831.20, 1771.25, 1785.00, 1819.60, 1815.91, 29459, 534.95, 5445, 17990, 61.07
ALKYLAMINE, EQ, 14-Jun-2019, 809.15, 802.00, 826.05, 801.95, 810.00, 812.95, 816.93, 1735, 14.17, 199, 1258, 72.51
ALLCARGO, EQ, 14-Jun-2019, 108.40, 109.10, 110.50, 105.50, 105.95, 106.25, 108.16, 100924, 109.16, 1740, 39743, 39.38
ALLSEC, BE, 14-Jun-2019, 312.55, 312.55, 314.20, 312.55, 313.95, 313.05, 312.78, 8305, 25.98, 32, -, -
ALMONDZ, EQ, 14-Jun-2019, 22.45, 19.55, 22.50, 19.55, 20.95, 20.65, 20.35, 5441, 1.11, 119, 3894, 71.57
ALOKTEXT, BE, 14-Jun-2019, 3.85, 3.90, 3.90, 3.70, 3.75, 3.70, 3.76, 1300148, 48.89, 622, -, -
ALPA, EQ, 14-Jun-2019, 21.20, 21.25, 21.25, 20.35, 20.60, 20.65, 20.60, 13931, 2.87, 148, 9402, 67.49
ALPHAGEO, EQ, 14-Jun-2019, 444.40, 440.30, 448.80, 430.00, 432.65, 434.70, 438.96, 3177, 13.95, 473, 1620, 50.99
ALPSINDUS, BE, 14-Jun-2019, 0.95, 0.95, 0.95, 0.90, 0.90, 0.90, 0.93, 1000, 0.01, 5, -, -
AMARAJABAT, EQ, 14-Jun-2019, 619.65, 617.40, 621.15, 612.00, 612.00, 612.75, 614.96, 227756, 1400.61, 7762, 68053, 29.88
AMBANIORG, SM, 14-Jun-2019, 66.00, 66.00, 66.00, 66.00, 66.00, 66.00, 66.00, 2000, 1.32, 1, 2000, 100.00
AMBER, EQ, 14-Jun-2019, 817.30, 812.00, 821.00, 806.35, 812.00, 811.95, 811.87, 8904, 72.29, 492, 6817, 76.56
AMBIKCO, EQ, 14-Jun-2019, 1087.35, 1080.60, 1096.90, 1080.55, 1082.00, 1084.15, 1084.79, 1761, 19.10, 243, 1169, 66.38
AMBUJACEM, EQ, 14-Jun-2019, 220.45, 220.00, 220.80, 213.25, 213.90, 214.20, 216.13, 1998514, 4319.36, 25567, 788173, 39.44
AMDIND, EQ, 14-Jun-2019, 18.20, 18.25, 19.30, 17.80, 18.10, 18.00, 18.54, 5104, 0.95, 46, 2849, 55.82
AMJLAND, EQ, 14-Jun-2019, 17.85, 17.80, 17.90, 17.30, 17.60, 17.50, 17.64, 12492, 2.20, 42, 11971, 95.83
AMRUTANJAN, EQ, 14-Jun-2019, 315.90, 315.15, 318.00, 310.30, 313.50, 312.60, 314.51, 7965, 25.05, 600, 4263, 53.52
ANANTRAJ, EQ, 14-Jun-2019, 29.70, 29.60, 29.90, 29.40, 29.40, 29.55, 29.67, 117161, 34.76, 524, 73160, 62.44
ANDHRABANK, EQ, 14-Jun-2019, 24.05, 24.05, 24.30, 24.00, 24.25, 24.20, 24.19, 482322, 116.68, 3348, 312210, 64.73
ANDHRACEMT, BE, 14-Jun-2019, 4.00, 4.10, 4.20, 3.90, 4.00, 4.00, 4.03, 29535, 1.19, 76, -, -
ANDHRSUGAR, EQ, 14-Jun-2019, 336.50, 338.70, 343.70, 331.20, 331.30, 331.75, 336.68, 27231, 91.68, 972, 18983, 69.71
ANIKINDS, EQ, 14-Jun-2019, 13.25, 13.50, 13.65, 12.40, 13.00, 13.00, 12.85, 11017, 1.42, 56, 7007, 63.60
ANKITMETAL, BE, 14-Jun-2019, 0.40, 0.45, 0.45, 0.40, 0.45, 0.40, 0.44, 12470, 0.06, 19, -, -
ANSALAPI, EQ, 14-Jun-2019, 6.05, 6.05, 6.05, 5.85, 6.00, 6.00, 5.95, 83397, 4.96, 164, 76859, 92.16
ANSALHSG, EQ, 14-Jun-2019, 7.00, 6.80, 6.90, 6.35, 6.70, 6.75, 6.67, 148234, 9.88, 425, 78054, 52.66
ANTGRAPHIC, BE, 14-Jun-2019, 1.20, 1.25, 1.25, 1.15, 1.15, 1.15, 1.21, 294301, 3.55, 276, -, -
ANUP, EQ, 14-Jun-2019, 495.10, 490.00, 490.05, 473.60, 473.60, 476.05, 481.61, 24443, 117.72, 1276, 19240, 78.71
APARINDS, EQ, 14-Jun-2019, 612.70, 612.75, 614.60, 607.30, 613.00, 611.70, 610.58, 1566, 9.56, 258, 797, 50.89
APCL, EQ, 14-Jun-2019, 166.45, 164.05, 175.00, 164.05, 166.00, 167.55, 168.45, 4392, 7.40, 144, 3524, 80.24
APCOTEXIND, EQ, 14-Jun-2019, 556.80, 556.00, 560.20, 546.80, 549.00, 549.25, 553.19, 4686, 25.92, 316, 3028, 64.62
APEX, EQ, 14-Jun-2019, 271.50, 270.05, 273.70, 266.00, 267.50, 266.95, 269.52, 18761, 50.56, 848, 7303, 38.93
APLAPOLLO, EQ, 14-Jun-2019, 1589.70, 1572.15, 1583.95, 1550.00, 1550.00, 1554.30, 1562.10, 8508, 132.90, 728, 5735, 67.41
APLLTD, EQ, 14-Jun-2019, 500.25, 499.00, 510.40, 496.00, 496.50, 497.05, 500.38, 47389, 237.12, 3543, 39450, 83.25
APOLLO, EQ, 14-Jun-2019, 117.50, 121.75, 125.70, 117.50, 120.00, 120.10, 122.35, 41202, 50.41, 1321, 12821, 31.12
APOLLOHOSP, EQ, 14-Jun-2019, 1374.30, 1371.00, 1394.90, 1366.50, 1371.05, 1370.60, 1380.22, 349894, 4829.31, 19833, 53384, 15.26
APOLLOTYRE, EQ, 14-Jun-2019, 188.10, 187.00, 188.40, 184.00, 184.30, 184.75, 185.76, 2285350, 4245.26, 22381, 742056, 32.47
APOLSINHOT, EQ, 14-Jun-2019, 903.05, 891.00, 905.00, 877.00, 900.00, 899.35, 895.92, 881, 7.89, 74, 566, 64.25
APTECHT, EQ, 14-Jun-2019, 148.10, 147.00, 152.70, 145.25, 146.10, 147.10, 148.99, 129850, 193.47, 2982, 20333, 15.66
ARCHIDPLY, EQ, 14-Jun-2019, 35.65, 35.65, 36.05, 35.50, 35.70, 35.70, 35.84, 7982, 2.86, 92, 4770, 59.76
ARCHIES, EQ, 14-Jun-2019, 22.00, 22.20, 22.20, 21.95, 22.10, 22.05, 22.01, 17878, 3.94, 57, 17107, 95.69
ARCOTECH, BE, 14-Jun-2019, 3.45, 3.35, 3.50, 3.30, 3.30, 3.30, 3.30, 22485, 0.74, 45, -, -
ARIES, EQ, 14-Jun-2019, 70.35, 71.25, 71.30, 66.60, 67.00, 67.10, 67.85, 35122, 23.83, 533, 23557, 67.07
ARIHANT, EQ, 14-Jun-2019, 27.90, 27.35, 29.85, 26.10, 27.10, 26.80, 27.76, 7758, 2.15, 63, 835, 10.76
ARIHANTSUP, BE, 14-Jun-2019, 62.95, 60.05, 63.30, 60.00, 62.80, 61.25, 61.24, 11597, 7.10, 81, -, -
ARMANFIN, EQ, 14-Jun-2019, 399.80, 400.00, 407.50, 397.15, 400.60, 401.20, 400.44, 5727, 22.93, 57, 5242, 91.53
AROGRANITE, EQ, 14-Jun-2019, 49.85, 49.80, 51.00, 47.60, 48.75, 48.15, 48.74, 11542, 5.63, 194, 10249, 88.80
ARROWGREEN, EQ, 14-Jun-2019, 54.95, 58.60, 58.60, 52.40, 52.85, 52.90, 54.60, 12363, 6.75, 369, 9400, 76.03
ARROWTEX, EQ, 14-Jun-2019, 16.00, 16.55, 16.55, 15.50, 15.50, 15.65, 15.75, 1125, 0.18, 30, 967, 85.96
ARSHIYA, EQ, 14-Jun-2019, 24.75, 24.70, 25.70, 24.30, 25.00, 24.85, 25.21, 68958, 17.38, 253, 54823, 79.50
ARSSINFRA, BE, 14-Jun-2019, 36.95, 38.70, 38.70, 36.05, 36.10, 36.95, 37.87, 6152, 2.33, 32, -, -
ARVIND, EQ, 14-Jun-2019, 74.15, 73.70, 74.90, 72.50, 72.80, 72.85, 73.45, 1218846, 895.27, 5326, 141605, 11.62
ARVINDFASN, EQ, 14-Jun-2019, 765.10, 760.00, 771.20, 753.00, 756.35, 758.25, 769.31, 54484, 419.15, 2370, 51114, 93.81
ARVSMART, EQ, 14-Jun-2019, 110.50, 109.10, 110.90, 108.75, 108.75, 109.05, 109.53, 6205, 6.80, 143, 5706, 91.96
ASAHIINDIA, EQ, 14-Jun-2019, 221.00, 218.00, 221.95, 216.40, 220.00, 218.80, 219.93, 26864, 59.08, 1268, 24791, 92.28
ASAHISONG, EQ, 14-Jun-2019, 139.45, 138.35, 140.00, 138.20, 139.05, 139.30, 139.60, 754, 1.05, 20, 733, 97.21
ASAL, EQ, 14-Jun-2019, 47.75, 48.45, 48.50, 47.00, 47.10, 47.10, 47.18, 1827, 0.86, 28, 1793, 98.14
ASHAPURMIN, BE, 14-Jun-2019, 19.50, 18.55, 20.00, 18.55, 19.85, 19.50, 18.81, 54312, 10.21, 159, -, -
ASHIANA, EQ, 14-Jun-2019, 122.00, 121.15, 123.20, 121.15, 121.50, 122.00, 122.04, 74295, 90.67, 1059, 68886, 92.72
ASHIMASYN, EQ, 14-Jun-2019, 9.95, 9.90, 10.15, 9.60, 9.60, 9.60, 9.65, 74889, 7.23, 161, 70355, 93.95
ASHOKA, EQ, 14-Jun-2019, 141.55, 142.50, 142.50, 138.00, 140.00, 140.05, 140.01, 125277, 175.40, 4313, 76145, 60.78
ASHOKLEY, EQ, 14-Jun-2019, 88.10, 87.60, 88.80, 87.20, 87.35, 87.65, 87.92, 11149101, 9802.74, 36903, 1698399, 15.23
ASIANHOTNR, EQ, 14-Jun-2019, 125.80, 125.80, 130.95, 125.35, 128.05, 129.15, 127.98, 949, 1.21, 238, 471, 49.63
ASIANPAINT, EQ, 14-Jun-2019, 1429.45, 1430.00, 1431.75, 1411.00, 1411.00, 1412.75, 1419.34, 546091, 7750.89, 24749, 236782, 43.36
ASIANTILES, EQ, 14-Jun-2019, 267.90, 268.95, 272.30, 265.85, 272.00, 271.50, 269.97, 183274, 494.78, 1742, 67856, 37.02
ASLIND, SM, 14-Jun-2019, 11.80, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 4000, 0.45, 1, 4000, 100.00
ASPINWALL, EQ, 14-Jun-2019, 153.80, 148.90, 152.85, 145.00, 151.95, 150.90, 148.80, 3537, 5.26, 46, 2891, 81.74
ASSAMCO, BE, 14-Jun-2019, 1.50, 1.50, 1.50, 1.45, 1.45, 1.45, 1.46, 60926, 0.89, 75, -, -
ASTEC, EQ, 14-Jun-2019, 454.05, 447.40, 460.95, 446.50, 459.35, 458.45, 457.41, 2224, 10.17, 223, 1305, 58.68
ASTERDM, EQ, 14-Jun-2019, 135.65, 137.90, 137.90, 133.05, 135.35, 134.60, 135.21, 30156, 40.77, 590, 25232, 83.67
ASTRAL, EQ, 14-Jun-2019, 1311.55, 1312.00, 1357.90, 1310.10, 1333.00, 1347.35, 1345.82, 43248, 582.04, 3285, 18093, 41.84
ASTRAMICRO, EQ, 14-Jun-2019, 91.20, 91.70, 92.70, 88.40, 89.95, 90.35, 91.01, 172086, 156.61, 1960, 106360, 61.81
ASTRAZEN, EQ, 14-Jun-2019, 1890.75, 1890.75, 1900.00, 1888.05, 1890.00, 1893.85, 1894.66, 2095, 39.69, 323, 1259, 60.10
ASTRON, EQ, 14-Jun-2019, 120.00, 119.00, 123.50, 116.00, 119.00, 120.10, 120.78, 431003, 520.57, 5855, 197100, 45.73
ATFL, EQ, 14-Jun-2019, 530.15, 545.00, 545.00, 515.20, 519.00, 518.30, 527.41, 11466, 60.47, 805, 6545, 57.08
ATLANTA, EQ, 14-Jun-2019, 12.85, 13.50, 14.10, 12.00, 12.10, 12.10, 13.10, 148110, 19.40, 972, 91797, 61.98
ATLASCYCLE, BE, 14-Jun-2019, 40.00, 41.10, 41.10, 38.00, 38.15, 38.80, 38.23, 11454, 4.38, 119, -, -
ATUL, EQ, 14-Jun-2019, 4098.50, 4098.50, 4126.00, 4066.05, 4100.00, 4108.55, 4102.30, 22850, 937.37, 5532, 16445, 71.97
ATULAUTO, EQ, 14-Jun-2019, 286.40, 287.00, 288.70, 282.00, 282.00, 282.80, 284.29, 4229, 12.02, 346, 3166, 74.86
AUBANK, EQ, 14-Jun-2019, 710.15, 712.90, 716.70, 695.50, 698.70, 705.85, 711.75, 118555, 843.82, 10972, 72424, 61.09
AURIONPRO, EQ, 14-Jun-2019, 128.85, 126.35, 128.95, 123.15, 123.15, 124.35, 126.81, 2270, 2.88, 116, 1689, 74.41
AUROPHARMA, EQ, 14-Jun-2019, 637.10, 637.00, 637.00, 602.80, 616.50, 616.90, 615.83, 5559974, 34239.93, 112284, 838288, 15.08
AUSOMENT, EQ, 14-Jun-2019, 39.60, 41.20, 41.20, 38.95, 39.70, 39.70, 39.67, 3073, 1.22, 102, 2306, 75.04
AUTOAXLES, EQ, 14-Jun-2019, 1078.95, 1076.80, 1080.00, 1063.00, 1064.15, 1066.75, 1073.58, 3050, 32.74, 240, 2730, 89.51
AUTOIND, EQ, 14-Jun-2019, 47.00, 47.25, 47.85, 46.10, 46.80, 46.90, 46.86, 16368, 7.67, 178, 13668, 83.50
AUTOLITIND, BZ, 14-Jun-2019, 28.85, 28.40, 28.40, 27.45, 27.45, 27.45, 27.90, 3313, 0.92, 18, -, -
AVADHSUGAR, EQ, 14-Jun-2019, 710.20, 713.05, 736.85, 705.00, 706.80, 713.25, 721.58, 69628, 502.42, 3395, 19883, 28.56
AVANTIFEED, EQ, 14-Jun-2019, 355.65, 355.95, 359.90, 348.30, 350.00, 350.25, 353.69, 169106, 598.11, 6808, 76344, 45.15
AVG, SM, 14-Jun-2019, 103.45, 103.00, 104.85, 103.00, 104.85, 104.85, 103.93, 2400, 2.49, 2, 2400, 100.00
AVTNPL, EQ, 14-Jun-2019, 26.00, 25.35, 26.00, 25.25, 25.25, 25.60, 25.48, 25332, 6.45, 178, 21664, 85.52
AXISBANK, EQ, 14-Jun-2019, 820.15, 820.10, 823.10, 797.45, 801.25, 801.20, 810.53, 8919370, 72293.88, 122917, 4863287, 54.53
AXISCADES, EQ, 14-Jun-2019, 62.85, 62.00, 65.20, 60.75, 65.20, 64.80, 63.52, 313994, 199.45, 2147, 40099, 12.77
AXISGOLD, EQ, 14-Jun-2019, 2880.00, 2902.00, 2959.00, 2885.20, 2891.15, 2893.75, 2901.71, 130, 3.77, 50, 75, 57.69
AXISNIFTY, EQ, 14-Jun-2019, 1207.39, 1219.55, 1220.05, 1208.11, 1212.94, 1213.44, 1213.00, 66, 0.80, 14, 40, 60.61
AYMSYNTEX, EQ, 14-Jun-2019, 41.60, 43.00, 43.50, 40.55, 41.00, 41.75, 42.10, 17811, 7.50, 176, 14607, 82.01
BAFNAPHARM, BE, 14-Jun-2019, 7.50, 7.15, 7.50, 7.15, 7.20, 7.20, 7.16, 9664, 0.69, 59, -, -
BAGFILMS, EQ, 14-Jun-2019, 4.00, 3.95, 4.10, 3.95, 3.95, 3.95, 3.98, 14674, 0.58, 51, 9335, 63.62
BAJAJ-AUTO, EQ, 14-Jun-2019, 2922.65, 2927.00, 2935.00, 2865.00, 2870.75, 2872.55, 2883.88, 353978, 10208.30, 23049, 68661, 19.40
BAJAJCON, EQ, 14-Jun-2019, 333.40, 331.10, 333.95, 325.00, 327.80, 326.10, 329.74, 65750, 216.80, 2390, 57496, 87.45
BAJAJELEC, EQ, 14-Jun-2019, 507.30, 507.30, 512.95, 503.05, 509.00, 509.85, 508.68, 58585, 298.01, 2851, 19221, 32.81
BAJAJFINSV, EQ, 14-Jun-2019, 8292.35, 8287.00, 8315.00, 8200.00, 8221.00, 8235.15, 8263.46, 101331, 8373.44, 14936, 37139, 36.65
BAJAJHIND, EQ, 14-Jun-2019, 8.60, 8.60, 8.65, 8.40, 8.45, 8.45, 8.53, 699297, 59.64, 973, 373548, 53.42
BAJAJHLDNG, EQ, 14-Jun-2019, 3665.95, 3655.00, 3690.00, 3600.00, 3605.00, 3614.55, 3646.69, 13994, 510.32, 2858, 7545, 53.92
BAJFINANCE, EQ, 14-Jun-2019, 3544.50, 3553.95, 3569.80, 3501.00, 3511.00, 3518.40, 3539.36, 864641, 30602.78, 55811, 214827, 24.85
BALAJITELE, EQ, 14-Jun-2019, 65.80, 65.55, 66.80, 63.40, 65.35, 64.90, 64.87, 70797, 45.93, 727, 57514, 81.24
