SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
ABCAPITAL, EQ, 19-Jun-2019, 90.90, 91.55, 92.50, 87.80, 90.10, 89.80, 89.71, 1790956, 1606.61, 16664, 921313, 51.44
ABFRL, EQ, 19-Jun-2019, 203.00, 204.90, 207.00, 196.60, 197.15, 197.80, 199.06, 756253, 1505.43, 9404, 635380, 84.02
ABSLNN50ET, EQ, 19-Jun-2019, 264.82, 269.24, 269.24, 265.00, 265.00, 265.00, 265.59, 16, 0.04, 4, 16, 100.00
ABSLRIF6RG, MF, 19-Jun-2019, 7.57, 7.59, 7.59, 7.57, 7.57, 7.57, 7.58, 8500, 0.64, 4, 8500, 100.00
ACC, EQ, 19-Jun-2019, 1525.50, 1535.00, 1539.95, 1487.10, 1489.50, 1493.60, 1509.49, 486128, 7338.05, 17550, 103563, 21.30
ACCELYA, EQ, 19-Jun-2019, 883.85, 893.00, 893.00, 875.00, 878.50, 877.20, 880.21, 2179, 19.18, 391, 1270, 58.28
ACE, EQ, 19-Jun-2019, 98.15, 98.50, 99.50, 97.05, 97.20, 97.40, 97.98, 104255, 102.15, 2038, 41966, 40.25
ADANIENT, EQ, 19-Jun-2019, 147.95, 148.45, 149.75, 140.60, 141.50, 142.80, 144.83, 4744374, 6871.27, 28162, 673360, 14.19
ADANIGAS, EQ, 19-Jun-2019, 165.40, 166.10, 168.35, 157.50, 161.50, 161.50, 162.08, 699957, 1134.47, 6832, 303921, 43.42
ADANIGREEN, EQ, 19-Jun-2019, 40.80, 40.80, 41.90, 38.60, 39.50, 39.75, 39.95, 716297, 286.19, 3233, 341064, 47.61
ADANIPORTS, EQ, 19-Jun-2019, 421.40, 423.50, 424.85, 400.70, 407.40, 407.70, 414.49, 5938743, 24615.73, 58333, 2615869, 44.05
ADANIPOWER, EQ, 19-Jun-2019, 46.85, 47.00, 47.60, 44.30, 46.25, 46.70, 45.94, 17770408, 8163.77, 29785, 4526565, 25.47
ADANITRANS, EQ, 19-Jun-2019, 226.45, 228.00, 228.00, 204.25, 210.00, 211.35, 214.93, 194881, 418.86, 4633, 76881, 39.45
ADFFOODS, EQ, 19-Jun-2019, 279.80, 282.40, 282.45, 266.75, 274.90, 271.50, 272.63, 33477, 91.27, 1216, 16857, 50.35
ADHUNIK, BE, 19-Jun-2019, 1.55, 1.50, 1.60, 1.50, 1.50, 1.50, 1.56, 25781, 0.40, 36, -, -
ADHUNIKIND, EQ, 19-Jun-2019, 80.90, 81.15, 82.85, 79.05, 79.05, 80.05, 80.10, 39215, 31.41, 278, 35824, 91.35
ADLABS, EQ, 19-Jun-2019, 4.45, 4.20, 4.20, 4.05, 4.05, 4.05, 4.07, 194832, 7.93, 290, 118483, 60.81
ADORWELD, EQ, 19-Jun-2019, 333.50, 333.75, 337.00, 322.15, 325.00, 324.95, 327.94, 3530, 11.58, 352, 1496, 42.38
ADROITINFO, BE, 19-Jun-2019, 10.80, 10.30, 10.30, 10.30, 10.30, 10.30, 10.30, 4560, 0.47, 3, -, -
ADSL, EQ, 19-Jun-2019, 15.30, 16.30, 16.30, 14.70, 15.30, 15.50, 15.18, 28445, 4.32, 149, 10822, 38.05
ADVANIHOTR, EQ, 19-Jun-2019, 59.60, 59.60, 59.85, 56.35, 58.95, 58.25, 57.78, 9018, 5.21, 125, 5870, 65.09
ADVENZYMES, EQ, 19-Jun-2019, 168.15, 170.45, 173.00, 166.50, 170.65, 169.90, 171.00, 115480, 197.47, 1715, 61863, 53.57
AEGISCHEM, EQ, 19-Jun-2019, 223.80, 220.00, 225.85, 212.80, 213.25, 214.95, 223.65, 864316, 1933.07, 4688, 812289, 93.98
AGARIND, EQ, 19-Jun-2019, 135.30, 141.65, 145.95, 120.00, 127.95, 125.60, 131.38, 11099, 14.58, 334, 6956, 62.67
AGCNET, EQ, 19-Jun-2019, 107.00, 110.05, 111.50, 110.00, 110.00, 110.00, 110.00, 3225, 3.55, 29, 3189, 98.88
AGLSL, EQ, 19-Jun-2019, 53.20, 51.10, 55.40, 51.10, 53.40, 52.40, 53.86, 5045, 2.72, 27, 4786, 94.87
AGRITECH, EQ, 19-Jun-2019, 53.55, 52.05, 54.50, 49.15, 52.45, 50.60, 51.15, 18067, 9.24, 382, 9270, 51.31
AGROPHOS, BE, 19-Jun-2019, 85.35, 81.25, 88.00, 81.10, 87.60, 84.90, 83.98, 1310, 1.10, 49, -, -
AHLEAST, EQ, 19-Jun-2019, 189.55, 184.05, 197.50, 184.05, 187.25, 188.15, 190.88, 541, 1.03, 52, 218, 40.30
AHLUCONT, EQ, 19-Jun-2019, 334.00, 332.75, 333.80, 325.00, 330.00, 330.10, 329.74, 16642, 54.87, 334, 14222, 85.46
AHLWEST, EQ, 19-Jun-2019, 345.25, 335.00, 340.00, 335.00, 335.10, 335.40, 336.46, 621, 2.09, 41, 435, 70.05
AIAENG, EQ, 19-Jun-2019, 1686.25, 1692.55, 1709.00, 1671.45, 1676.45, 1685.85, 1699.30, 12126, 206.06, 790, 9626, 79.38
AIFL, BZ, 19-Jun-2019, 3.65, 3.50, 3.50, 3.50, 3.50, 3.50, 3.50, 274, 0.01, 8, -, -
AIONJSW, EQ, 19-Jun-2019, 17.15, 17.05, 17.10, 16.15, 16.50, 16.55, 16.74, 42819, 7.17, 269, 30456, 71.13
AIRAN, EQ, 19-Jun-2019, 28.00, 23.45, 28.50, 23.45, 27.50, 27.05, 27.73, 14487, 4.02, 94, 11256, 77.70
AIROLAM, SM, 19-Jun-2019, 30.00, 30.00, 30.00, 30.00, 30.00, 30.00, 30.00, 6000, 1.80, 2, 6000, 100.00
AISL, SM, 19-Jun-2019, 48.10, 46.00, 46.00, 45.25, 45.25, 45.25, 45.52, 3600, 1.64, 3, 3600, 100.00
AJANTPHARM, EQ, 19-Jun-2019, 940.65, 936.10, 947.25, 911.00, 920.00, 922.60, 927.47, 317793, 2947.45, 11531, 44675, 14.06
AJMERA, EQ, 19-Jun-2019, 158.90, 160.50, 164.00, 155.50, 158.00, 158.15, 159.67, 37138, 59.30, 1326, 12808, 34.49
AJOONI, SM, 19-Jun-2019, 14.45, 13.75, 13.75, 13.75, 13.75, 13.75, 13.75, 8000, 1.10, 2, 4000, 50.00
AKASH, SM, 19-Jun-2019, 55.50, 57.00, 57.00, 57.00, 57.00, 57.00, 57.00, 4000, 2.28, 2, 4000, 100.00
AKSHARCHEM, EQ, 19-Jun-2019, 278.00, 275.20, 288.00, 265.00, 269.60, 266.50, 273.32, 1592, 4.35, 312, 857, 53.83
AKSHOPTFBR, EQ, 19-Jun-2019, 12.25, 12.50, 12.50, 9.80, 10.70, 10.45, 10.54, 1724011, 181.74, 4051, 861154, 49.95
AKZOINDIA, EQ, 19-Jun-2019, 1796.65, 1793.20, 1793.20, 1750.00, 1770.00, 1769.70, 1770.86, 8668, 153.50, 3215, 6100, 70.37
ALANKIT, EQ, 19-Jun-2019, 30.85, 31.70, 32.75, 29.55, 30.35, 30.40, 30.85, 641476, 197.90, 4988, 152772, 23.82
ALBERTDAVD, EQ, 19-Jun-2019, 404.25, 404.15, 407.50, 395.00, 395.00, 396.15, 400.03, 2049, 8.20, 101, 1427, 69.64
ALBK, EQ, 19-Jun-2019, 40.15, 40.20, 40.60, 38.90, 40.00, 39.65, 39.73, 4563087, 1812.97, 8202, 620466, 13.60
ALCHEM, BE, 19-Jun-2019, 1.35, 1.30, 1.30, 1.30, 1.30, 1.30, 1.30, 1533, 0.02, 11, -, -
ALEMBICLTD, EQ, 19-Jun-2019, 41.75, 41.20, 42.20, 40.50, 41.20, 41.00, 40.99, 122550, 50.23, 554, 90905, 74.18
ALICON, EQ, 19-Jun-2019, 558.85, 552.00, 589.85, 550.60, 570.00, 561.90, 559.88, 4205, 23.54, 282, 3640, 86.56
ALKALI, EQ, 19-Jun-2019, 41.05, 41.00, 42.90, 37.65, 40.35, 40.30, 39.94, 14546, 5.81, 167, 7763, 53.37
ALKEM, EQ, 19-Jun-2019, 1778.85, 1772.00, 1797.50, 1725.55, 1734.00, 1742.65, 1754.66, 14865, 260.83, 4464, 9589, 64.51
ALKYLAMINE, EQ, 19-Jun-2019, 816.15, 815.00, 822.00, 811.05, 811.10, 813.90, 818.57, 2862, 23.43, 129, 2394, 83.65
ALLCARGO, EQ, 19-Jun-2019, 104.45, 105.20, 105.40, 96.65, 101.85, 100.60, 100.04, 329911, 330.03, 6435, 252839, 76.64
ALLSEC, BE, 19-Jun-2019, 315.35, 315.45, 317.00, 315.45, 316.95, 316.75, 315.67, 10806, 34.11, 50, -, -
ALMONDZ, EQ, 19-Jun-2019, 17.35, 17.60, 18.35, 16.60, 17.85, 17.85, 17.80, 6136, 1.09, 76, 3551, 57.87
ALOKTEXT, BE, 19-Jun-2019, 4.00, 4.00, 4.15, 3.80, 3.80, 3.80, 3.88, 2727482, 105.87, 1360, -, -
ALPA, EQ, 19-Jun-2019, 19.30, 19.80, 19.80, 18.30, 18.85, 18.75, 18.79, 17168, 3.23, 219, 11568, 67.38
ALPHAGEO, EQ, 19-Jun-2019, 421.80, 423.95, 430.00, 404.00, 410.00, 407.30, 413.82, 2512, 10.40, 422, 1416, 56.37
ALPSINDUS, BE, 19-Jun-2019, 0.85, 0.85, 0.85, 0.80, 0.80, 0.80, 0.83, 1675, 0.01, 6, -, -
AMARAJABAT, EQ, 19-Jun-2019, 599.50, 600.30, 606.50, 575.50, 580.40, 581.40, 589.58, 446118, 2630.21, 19788, 130466, 29.24
AMBER, EQ, 19-Jun-2019, 800.75, 800.00, 830.05, 790.00, 822.00, 806.55, 795.68, 15036, 119.64, 802, 11936, 79.38
AMBIKCO, EQ, 19-Jun-2019, 1067.50, 1079.05, 1079.05, 1048.05, 1069.95, 1061.85, 1057.44, 5206, 55.05, 551, 3697, 71.01
AMBUJACEM, EQ, 19-Jun-2019, 210.00, 211.25, 212.45, 205.30, 206.40, 206.45, 207.47, 3145947, 6526.84, 40100, 1793311, 57.00
AMDIND, EQ, 19-Jun-2019, 18.30, 18.00, 18.50, 17.75, 18.20, 18.20, 17.87, 1623, 0.29, 22, 1621, 99.88
AMJLAND, EQ, 19-Jun-2019, 17.15, 17.00, 17.05, 15.50, 15.70, 16.15, 16.43, 19370, 3.18, 77, 16230, 83.79
AMJUMBO, SM, 19-Jun-2019, 44.80, 44.80, 44.80, 44.80, 44.80, 44.80, 44.80, 2000, 0.90, 1, 2000, 100.00
AMRUTANJAN, EQ, 19-Jun-2019, 303.20, 308.80, 309.15, 293.05, 294.75, 294.60, 298.57, 20460, 61.09, 998, 12406, 60.64
ANANTRAJ, EQ, 19-Jun-2019, 29.05, 29.50, 30.30, 27.80, 28.40, 28.15, 28.42, 244920, 69.61, 1082, 138203, 56.43
ANDHRABANK, EQ, 19-Jun-2019, 24.00, 24.00, 24.15, 22.70, 23.25, 23.25, 23.52, 659770, 155.17, 3048, 353703, 53.61
ANDHRACEMT, BE, 19-Jun-2019, 3.95, 3.95, 4.00, 3.80, 3.90, 3.90, 3.87, 53414, 2.07, 99, -, -
ANDHRSUGAR, EQ, 19-Jun-2019, 321.20, 322.80, 328.00, 312.00, 315.00, 314.50, 317.94, 32359, 102.88, 1291, 18585, 57.43
ANIKINDS, EQ, 19-Jun-2019, 12.25, 12.30, 12.30, 11.80, 11.80, 11.80, 11.91, 1922, 0.23, 30, 1656, 86.16
ANKITMETAL, BE, 19-Jun-2019, 0.40, 0.45, 0.45, 0.40, 0.45, 0.45, 0.41, 10390, 0.04, 17, -, -
ANSALAPI, EQ, 19-Jun-2019, 5.25, 5.15, 5.20, 4.75, 4.85, 4.85, 4.90, 267057, 13.08, 538, 199891, 74.85
ANSALHSG, EQ, 19-Jun-2019, 6.30, 6.30, 6.30, 5.55, 5.65, 5.60, 5.86, 152637, 8.95, 376, 97263, 63.72
ANTGRAPHIC, BE, 19-Jun-2019, 1.05, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 21082, 0.21, 26, -, -
ANUP, EQ, 19-Jun-2019, 474.20, 480.00, 488.00, 448.00, 466.00, 465.20, 470.79, 27282, 128.44, 1366, 20740, 76.02
APARINDS, EQ, 19-Jun-2019, 599.95, 600.60, 605.55, 565.05, 580.00, 576.70, 579.56, 14363, 83.24, 813, 11930, 83.06
APCL, EQ, 19-Jun-2019, 166.95, 166.00, 167.00, 155.00, 158.90, 155.90, 159.44, 9309, 14.84, 306, 5470, 58.76
APCOTEXIND, EQ, 19-Jun-2019, 565.45, 556.00, 569.00, 552.05, 556.75, 555.95, 561.29, 2624, 14.73, 215, 1535, 58.50
APEX, EQ, 19-Jun-2019, 260.10, 260.60, 268.75, 245.10, 246.50, 248.60, 258.80, 83282, 215.53, 4643, 28998, 34.82
APLAPOLLO, EQ, 19-Jun-2019, 1555.05, 1560.00, 1571.90, 1500.00, 1526.95, 1516.00, 1522.75, 26718, 406.85, 2335, 17776, 66.53
APLLTD, EQ, 19-Jun-2019, 481.25, 480.05, 483.50, 468.00, 470.00, 470.10, 472.76, 55766, 263.64, 2621, 43227, 77.51
APOLLO, EQ, 19-Jun-2019, 118.95, 121.95, 121.95, 111.10, 115.30, 114.95, 115.09, 17998, 20.71, 852, 9673, 53.74
APOLLOHOSP, EQ, 19-Jun-2019, 1354.70, 1357.00, 1383.00, 1341.00, 1351.00, 1351.75, 1365.64, 486030, 6637.43, 26590, 86013, 17.70
APOLLOTYRE, EQ, 19-Jun-2019, 193.90, 194.95, 195.85, 186.80, 191.00, 189.25, 191.88, 2901176, 5566.90, 19920, 747365, 25.76
APOLSINHOT, EQ, 19-Jun-2019, 898.00, 903.05, 903.05, 856.10, 861.00, 867.80, 868.12, 900, 7.81, 177, 632, 70.22
APTECHT, EQ, 19-Jun-2019, 139.80, 141.25, 142.40, 133.50, 134.60, 135.55, 137.46, 143706, 197.54, 3734, 30181, 21.00
ARCHIDPLY, EQ, 19-Jun-2019, 34.90, 34.85, 35.25, 32.00, 32.20, 32.20, 32.96, 32486, 10.71, 455, 21055, 64.81
ARCHIES, EQ, 19-Jun-2019, 21.80, 21.95, 22.00, 21.35, 21.40, 21.45, 21.60, 19257, 4.16, 189, 14964, 77.71
ARCOTECH, BE, 19-Jun-2019, 3.00, 2.85, 2.85, 2.85, 2.85, 2.85, 2.85, 17877, 0.51, 47, -, -
ARIES, EQ, 19-Jun-2019, 63.65, 64.10, 64.70, 58.50, 59.35, 59.45, 60.92, 48862, 29.77, 744, 35604, 72.87
ARIHANT, EQ, 19-Jun-2019, 23.15, 23.05, 25.60, 22.05, 22.50, 22.50, 22.94, 6260, 1.44, 71, 2662, 42.52
ARIHANTSUP, BE, 19-Jun-2019, 58.75, 56.20, 59.45, 56.05, 57.45, 57.45, 57.42, 22882, 13.14, 108, -, -
ARMANFIN, EQ, 19-Jun-2019, 392.90, 386.00, 403.95, 386.00, 402.00, 400.90, 396.12, 4151, 16.44, 172, 2271, 54.71
AROGRANITE, EQ, 19-Jun-2019, 46.30, 47.70, 47.75, 44.50, 44.60, 44.70, 45.67, 5464, 2.50, 170, 4298, 78.66
ARROWGREEN, EQ, 19-Jun-2019, 49.50, 48.00, 51.00, 48.00, 48.40, 48.65, 49.20, 7655, 3.77, 132, 5117, 66.85
ARROWTEX, EQ, 19-Jun-2019, 14.85, 13.60, 14.80, 13.55, 14.35, 14.35, 13.93, 13506, 1.88, 133, 10307, 76.31
ARSHIYA, EQ, 19-Jun-2019, 23.80, 23.55, 23.55, 22.25, 22.40, 22.35, 22.70, 37725, 8.56, 256, 27538, 73.00
ARSSINFRA, BE, 19-Jun-2019, 35.90, 34.70, 35.90, 34.15, 34.15, 34.15, 34.38, 3879, 1.33, 37, -, -
ARTEDZ, SM, 19-Jun-2019, 41.85, 37.40, 37.40, 37.40, 37.40, 37.40, 37.40, 3000, 1.12, 1, 3000, 100.00
ARVIND, EQ, 19-Jun-2019, 69.05, 69.50, 70.15, 56.55, 58.35, 59.40, 62.07, 8444220, 5241.47, 36617, 1410469, 16.70
ARVINDFASN, EQ, 19-Jun-2019, 754.75, 755.10, 762.00, 700.00, 700.15, 703.20, 736.66, 81993, 604.01, 4050, 58582, 71.45
ARVSMART, EQ, 19-Jun-2019, 105.50, 107.40, 107.95, 102.05, 102.55, 102.75, 104.18, 18904, 19.69, 539, 14779, 78.18
ASAHIINDIA, EQ, 19-Jun-2019, 222.15, 218.00, 226.00, 218.00, 218.10, 218.30, 219.96, 14358, 31.58, 396, 12022, 83.73
ASAHISONG, EQ, 19-Jun-2019, 142.10, 142.35, 147.70, 135.00, 136.00, 136.75, 139.16, 3661, 5.09, 185, 1976, 53.97
ASAL, EQ, 19-Jun-2019, 44.95, 45.35, 45.70, 44.00, 44.05, 44.60, 44.71, 5719, 2.56, 76, 4381, 76.60
ASHAPURMIN, BE, 19-Jun-2019, 17.85, 17.65, 18.45, 17.00, 17.35, 17.35, 17.31, 43095, 7.46, 150, -, -
ASHIANA, EQ, 19-Jun-2019, 120.55, 122.90, 123.20, 117.05, 119.50, 120.90, 120.12, 49597, 59.58, 1188, 35407, 71.39
ASHIMASYN, EQ, 19-Jun-2019, 9.00, 8.60, 9.80, 8.60, 9.70, 9.50, 9.26, 159018, 14.72, 644, 114754, 72.16
ASHOKA, EQ, 19-Jun-2019, 139.85, 141.50, 141.50, 132.65, 134.00, 134.15, 136.25, 228450, 311.26, 5062, 93011, 40.71
ASHOKLEY, EQ, 19-Jun-2019, 83.65, 84.15, 84.80, 81.75, 82.90, 82.90, 83.27, 17456059, 14534.81, 55420, 2810904, 16.10
ASIANHOTNR, EQ, 19-Jun-2019, 126.85, 123.05, 127.00, 120.50, 125.95, 126.35, 124.93, 1779, 2.22, 271, 1024, 57.56
ASIANPAINT, EQ, 19-Jun-2019, 1380.05, 1382.00, 1396.40, 1372.00, 1381.50, 1381.15, 1383.90, 692212, 9579.55, 41568, 228395, 32.99
ASIANTILES, EQ, 19-Jun-2019, 265.60, 265.00, 265.00, 258.50, 258.50, 259.40, 260.64, 99708, 259.88, 1965, 50905, 51.05
ASPINWALL, EQ, 19-Jun-2019, 146.80, 142.00, 149.95, 142.00, 147.00, 148.60, 147.19, 3527, 5.19, 67, 2613, 74.09
ASSAMCO, BE, 19-Jun-2019, 1.35, 1.35, 1.35, 1.30, 1.30, 1.30, 1.30, 46709, 0.61, 68, -, -
ASTEC, EQ, 19-Jun-2019, 457.25, 448.75, 460.00, 448.75, 453.65, 454.95, 454.57, 4866, 22.12, 178, 4278, 87.92
ASTERDM, EQ, 19-Jun-2019, 134.35, 135.90, 138.85, 135.90, 137.00, 137.30, 137.66, 51835, 71.36, 836, 40198, 77.55
ASTRAL, EQ, 19-Jun-2019, 1302.45, 1318.10, 1333.30, 1270.00, 1280.00, 1281.15, 1296.22, 18877, 244.69, 1701, 10685, 56.60
ASTRAMICRO, EQ, 19-Jun-2019, 88.65, 88.00, 89.50, 87.55, 88.75, 88.55, 88.60, 210548, 186.55, 1925, 150807, 71.63
ASTRAZEN, EQ, 19-Jun-2019, 1891.10, 1894.00, 1943.90, 1860.00, 1882.85, 1897.15, 1911.69, 13775, 263.33, 1788, 4221, 30.64
ASTRON, EQ, 19-Jun-2019, 119.85, 121.40, 121.50, 118.50, 118.55, 119.25, 120.08, 485857, 583.41, 3108, 197561, 40.66
ATFL, EQ, 19-Jun-2019, 494.45, 491.70, 504.80, 491.00, 498.00, 494.25, 495.64, 5218, 25.86, 284, 4361, 83.58
ATLANTA, EQ, 19-Jun-2019, 10.30, 9.70, 10.10, 9.30, 9.30, 9.30, 9.38, 69055, 6.48, 271, 46391, 67.18
ATLASCYCLE, BE, 19-Jun-2019, 36.25, 36.85, 36.85, 34.45, 35.85, 35.05, 34.94, 7575, 2.65, 107, -, -
ATUL, EQ, 19-Jun-2019, 3976.85, 3994.60, 4050.20, 3950.00, 3984.00, 3980.75, 3998.72, 108510, 4339.01, 1789, 105482, 97.21
ATULAUTO, EQ, 19-Jun-2019, 266.05, 265.05, 275.00, 260.00, 274.00, 270.65, 265.90, 13889, 36.93, 867, 6755, 48.64
AUBANK, EQ, 19-Jun-2019, 684.90, 689.00, 697.00, 665.60, 677.45, 683.40, 681.76, 285393, 1945.69, 12725, 206407, 72.32
AURDIS, SM, 19-Jun-2019, 30.00, 30.00, 30.00, 30.00, 30.00, 30.00, 30.00, 4000, 1.20, 2, 4000, 100.00
AURIONPRO, EQ, 19-Jun-2019, 121.40, 120.30, 124.30, 118.00, 118.10, 118.55, 120.05, 5193, 6.23, 151, 2911, 56.06
AUROPHARMA, EQ, 19-Jun-2019, 622.25, 626.00, 626.50, 607.50, 610.15, 612.40, 614.83, 1716645, 10554.48, 38866, 407433, 23.73
AUSOMENT, EQ, 19-Jun-2019, 37.35, 37.00, 38.00, 35.50, 35.70, 35.55, 35.78, 4344, 1.55, 72, 3800, 87.48
AUTOAXLES, EQ, 19-Jun-2019, 1037.25, 1048.10, 1054.80, 1005.25, 1022.00, 1011.20, 1025.21, 6009, 61.60, 740, 4042, 67.27
AUTOIND, EQ, 19-Jun-2019, 47.10, 47.45, 48.85, 46.50, 46.65, 46.85, 47.26, 6868, 3.25, 252, 3666, 53.38
AUTOLITIND, BZ, 19-Jun-2019, 24.80, 23.60, 25.75, 23.60, 23.60, 23.60, 24.64, 265, 0.07, 9, -, -
AVADHSUGAR, EQ, 19-Jun-2019, 666.85, 680.00, 687.00, 622.00, 627.20, 628.10, 654.44, 70598, 462.02, 3688, 23271, 32.96
AVANTIFEED, EQ, 19-Jun-2019, 352.05, 354.15, 371.00, 354.15, 363.00, 361.40, 364.67, 675500, 2463.33, 20137, 203593, 30.14
AVG, SM, 19-Jun-2019, 83.95, 78.60, 82.00, 77.50, 78.00, 77.65, 79.32, 25200, 19.99, 13, 24000, 95.24
AVONMPL, SM, 19-Jun-2019, 31.90, 31.40, 31.40, 31.40, 31.40, 31.40, 31.40, 2000, 0.63, 1, 2000, 100.00
AVTNPL, EQ, 19-Jun-2019, 25.30, 25.00, 25.70, 23.95, 24.00, 24.25, 24.73, 59522, 14.72, 288, 54228, 91.11
AXISBANK, EQ, 19-Jun-2019, 775.75, 780.80, 789.00, 763.35, 773.20, 770.70, 778.98, 6411258, 49942.43, 104647, 2137920, 33.35
AXISCADES, EQ, 19-Jun-2019, 63.15, 63.60, 63.60, 57.20, 61.10, 61.55, 61.09, 341828, 208.82, 7838, 56334, 16.48
AXISGOLD, EQ, 19-Jun-2019, 2888.60, 2900.00, 2910.00, 2880.00, 2885.00, 2885.00, 2896.16, 100, 2.90, 45, 66, 66.00
AXISNIFTY, EQ, 19-Jun-2019, 1202.45, 1212.40, 1212.40, 1201.24, 1203.00, 1203.00, 1204.73, 37, 0.45, 8, 27, 72.97
AYMSYNTEX, EQ, 19-Jun-2019, 40.50, 38.60, 41.50, 36.00, 39.70, 39.25, 38.17, 13847, 5.29, 258, 8673, 62.63
BAFNAPHARM, BE, 19-Jun-2019, 6.60, 6.30, 6.35, 6.30, 6.30, 6.30, 6.31, 4648, 0.29, 24, -, -
BAGFILMS, EQ, 19-Jun-2019, 3.65, 3.65, 3.75, 2.95, 3.10, 3.05, 3.22, 168884, 5.43, 285, 132155, 78.25
BAJAJ-AUTO, EQ, 19-Jun-2019, 2855.60, 2870.00, 2884.00, 2803.00, 2822.95, 2822.90, 2837.15, 294638, 8359.33, 24521, 71737, 24.35
BAJAJCON, EQ, 19-Jun-2019, 321.70, 323.80, 328.00, 321.00, 322.60, 324.60, 324.14, 16671, 54.04, 973, 10650, 63.88
BAJAJELEC, EQ, 19-Jun-2019, 504.25, 504.90, 511.80, 500.15, 503.00, 505.25, 505.01, 74461, 376.04, 5146, 25592, 34.37
BAJAJFINSV, EQ, 19-Jun-2019, 8246.25, 8285.00, 8310.00, 8191.30, 8229.95, 8257.00, 8257.33, 130334, 10762.11, 18973, 30315, 23.26
BAJAJHIND, EQ, 19-Jun-2019, 7.85, 7.90, 8.00, 7.40, 7.45, 7.50, 7.71, 1848004, 142.52, 2002, 1216198, 65.81
BAJAJHLDNG, EQ, 19-Jun-2019, 3565.10, 3590.00, 3626.00, 3542.40, 3573.90, 3579.20, 3559.24, 41689, 1483.81, 3175, 33156, 79.53
BAJFINANCE, EQ, 19-Jun-2019, 3509.30, 3539.00, 3548.00, 3500.10, 3526.65, 3525.50, 3528.44, 873941, 30836.50, 57870, 228479, 26.14
